accent_id,form,normalized_form,base_form,accented_vowels,accent_count,accent_indexes,accent_position,vowel_ordinals_from_start,vowel_ordinals_from_end,source_field,field_index,token_ordinal,context_index,context,source_context,pair_id,alignment_status,alignment_confidence,entry_id,headword,classification,classification_family,translation,document_frequency,entry_frequency,source_code,source_document,page_start,page_end,source_status,validation_status
ACE-000068,Ámia,ámia,amia,á,1,0,Inicial,1,3,Ejemplo RRM,3,1,0,Ámia simiri,"Nijeni simea huenomí ámia, voy a buscar dinero Símabo huenomí ábia, vamos a buscar dinero. ¡Amí!, ¡Vaya a buscarlo! Ámia simiri, fue a buscarlo.",PAR-000047-01-03,Alineado,Alta,RD-000047,Amí,Vt,Vt,Buscar,2,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000069,ámia,ámia,amia,á,1,0,Inicial,1,3,Ejemplo RRM,1,2,21,Nijeni simea huenomí ámia,"Nijeni simea huenomí ámia, voy a buscar dinero Símabo huenomí ábia, vamos a buscar dinero. ¡Amí!, ¡Vaya a buscarlo! Ámia simiri, fue a buscarlo.",PAR-000047-01-01,Alineado,Alta,RD-000047,Amí,Vt,Vt,Buscar,2,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000070,Amígohua,amígohua,amigohua,í,1,2,Medial,2,4,Lema,1,1,0,Amígohua,Amígohua,,No aplica,No aplica,RD-000048,Amígohua,S,S,Amigo,1,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000071,amígohuara,amígohuara,amigohuara,í,1,2,Medial,2,5,Ejemplo RRM,1,2,5,Nijé amígohuara,"Nijé amígohuara, mis amigos",PAR-000048-01-01,Alineado,Alta,RD-000048,Amígohua,S,S,Amigo,1,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000072,amóo,amóo,amoo,ó,1,2,Medial,2,2,Ejemplo RRM,1,6,31,Huamí ripá coráachi chucú biré amóo,"Huamí ripá coráachi chucú biré amóo, allá arriba, en la escarpadura, está colgado un panal.",PAR-000049-01-01,Alineado,Alta,RD-000049,"Amóo, amoque",S,S,"Panal, miel de abeja",2,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000073,Amóo,amóo,amoo,ó,1,2,Medial,2,2,Lema,1,1,0,"Amóo, amoque","Amóo, amoque",,No aplica,No aplica,RD-000049,"Amóo, amoque",S,S,"Panal, miel de abeja",2,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000074,Aná,aná,ana,á,1,2,Final,2,1,Ejemplo RRM,1,1,0,Aná cho niráa ra'ichari,"Aná cho niráa ra'ichari, habló de otro modo.",PAR-000050-01-01,Alineado,Alta,RD-000050,Aná,Adv,Adv,De otro modo,3,2,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000075,Aná,aná,ana,á,1,2,Final,2,1,Lema,1,1,0,Aná,Aná,,No aplica,No aplica,RD-000050,Aná,Adv,Adv,De otro modo,3,2,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000076,Aná,aná,ana,á,1,2,Final,2,1,Lema,1,1,0,Aná,Aná,,No aplica,No aplica,RD-000051,Aná,S,S,1. Ala 2. Aleta,3,2,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000077,anáchari,anáchari,anachari,á,1,2,Medial,2,3,Ejemplo RRM,2,3,19,Biquiyá norí chopi anáchari,"Maparí rarajípari, échi rijoy quetasi anáchari, cuando corrieron con la bolsa, ese hombre no aguantó. Biquiyá norí chopi anáchari, solamente aguantó tres vueltas. Ne huabé ocó ramichí; nijeni quetasi omero huaminabi anacha, me duele mucho la muela; no puedo aguantarla más. [pret.: anáchari; fut.: anachama]",PAR-000053-01-02,Alineado,Alta,RD-000053,Anacha,Vi,Vi,Aguantar,3,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000078,anáchari,anáchari,anachari,á,1,2,Medial,2,3,Ejemplo RRM,1,4,38,"Maparí rarajípari, échi rijoy quetasi anáchari","Maparí rarajípari, échi rijoy quetasi anáchari, cuando corrieron con la bolsa, ese hombre no aguantó. Biquiyá norí chopi anáchari, solamente aguantó tres vueltas. Ne huabé ocó ramichí; nijeni quetasi omero huaminabi anacha, me duele mucho la muela; no puedo aguantarla más. [pret.: anáchari; fut.: anachama]",PAR-000053-01-01,Alineado,Alta,RD-000053,Anacha,Vi,Vi,Aguantar,3,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000079,anáchari,anáchari,anachari,á,1,2,Medial,2,3,Variante,1,1,7,pret.: anáchari; fut.: anachama,pret.: anáchari; fut.: anachama,,No aplica,No aplica,RD-000053,Anacha,Vi,Vi,Aguantar,3,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000080,anáhuari,anáhuari,anahuari,á,1,2,Medial,2,4,Ejemplo RRM,1,2,5,Gará anáhuari echi sunú,"Gará anáhuari echi sunú, mapurigá ibiri chópirigá chapimea, midieron bien el maíz, para que cada uno reciba la misma cantidad. [pret.: anpahuari; fut.: anáhuima]",PAR-000057-01-01,Alineado,Alta,RD-000057,Anahui,Vt,Vt,"Medir, pesar",1,1,SRC-02,DICCIONARIO raramuri.pdf,5,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000081,Anahué,anahué,anahue,é,1,5,Final,4,1,Lema,1,1,0,Anahué,Anahué,,No aplica,No aplica,RD-000056,Anahué,Vi,Vi,Aletear,1,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000082,anáhuima,anáhuima,anahuima,á,1,2,Medial,2,4,Variante,1,1,24,pret.: anpahuari; fut.: anáhuima,pret.: anpahuari; fut.: anáhuima,,No aplica,No aplica,RD-000057,Anahui,Vt,Vt,"Medir, pesar",1,1,SRC-02,DICCIONARIO raramuri.pdf,5,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000083,anará,anará,anara,á,1,4,Final,3,1,Ejemplo RRM,1,2,9,Churuguí anará,"Churuguí anará, alas de pájaro Rochí anará, aletas de pez",PAR-000051-01-01,Alineado,Alta,RD-000051,Aná,S,S,1. Ala 2. Aleta,1,1,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000084,Ané,ané,ane,é,1,2,Final,2,1,Lema,1,1,0,Ané,Ané,,No aplica,No aplica,RD-000064,Ané,Vt,Vt,Decir,6,6,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000085,Ané,ané,ane,é,1,2,Final,2,1,Lema,1,1,0,Ané,Ané,,No aplica,No aplica,RD-000065,Ané,Vi,Vi,Sonar fuerte,6,6,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000086,ané,ané,ane,é,1,2,Final,2,1,Lema,1,2,11,Bichíhuaga ané,Bichíhuaga ané,,No aplica,No aplica,RD-000232,Bichíhuaga ané,,Sin clasificar,"Jurar, prometer",6,6,SRC-02,DICCIONARIO raramuri.pdf,15,15,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000087,ané,ané,ane,é,1,2,Final,2,1,Ejemplo RRM,1,2,5,Carú ané.,"Carú ané. Habla chistoso, habla malas cosas. Hue carúsahua aníami ju. Habla chistoso para que los otros se rían.",PAR-000445-01-01,Alineado,Media,RD-000445,Carú,Adv,Adv,De otro modo,6,6,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000088,ané,ané,ane,é,1,2,Final,2,1,Lema,1,2,10,Carúsuhua ané,Carúsuhua ané,,No aplica,No aplica,RD-000448,Carúsuhua ané,,Sin clasificar,"Chancear, charlar",6,6,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000089,ané,ané,ane,é,1,2,Final,2,1,Ejemplo RRM,1,2,7,Garabé ané. Alabar.,Garabé ané. Alabar.,PAR-000851-01-01,Revisión requerida,Baja,RD-000851,Garabé,Adj,Adj,"Muy bien, muy bueno, fino, perfecto",6,6,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000090,Anéchani,anéchani,anechani,é,1,2,Medial,2,3,Lema,1,1,0,Anéchani,Anéchani,,No aplica,No aplica,RD-000068,Anéchani,Vi,Vi,Rezumbar,1,1,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000091,Anérami,anérami,anerami,é,1,2,Medial,2,3,Lema,1,1,0,Anérami,Anérami,,No aplica,No aplica,RD-000066,Anérami,Pp,Pp,Le fue dicho,1,1,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000092,Anérati,anérati,anerati,é,1,2,Medial,2,3,Lema,1,1,0,Anérati,Anérati,,No aplica,No aplica,RD-000067,Anérati,Vi,Vi,Fue dicho fue avisado (pasivo),1,1,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000093,Aní,aní,ani,í,1,2,Final,2,1,Lema,1,1,0,Aní,Aní,,No aplica,No aplica,RD-000069,Aní,Vi,Vi,Decir,4,4,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000094,aní,aní,ani,í,1,2,Final,2,1,Lema,1,2,11,Bichíhuaga aní,Bichíhuaga aní,,No aplica,No aplica,RD-000233,Bichíhuaga aní,,Sin clasificar,"Afirmar, comprometer",4,4,SRC-02,DICCIONARIO raramuri.pdf,15,15,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000095,aní,aní,ani,í,1,2,Final,2,1,Lema,1,2,11,Cho’mácara aní,Cho’mácara aní,,No aplica,No aplica,RD-000755,Cho’mácara aní,,Sin clasificar,Estar ronco,4,4,SRC-02,DICCIONARIO raramuri.pdf,38,38,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000096,aní,aní,ani,í,1,2,Final,2,1,Lema,1,2,5,Gará aní,Gará aní,,No aplica,No aplica,RD-000850,Gará aní,Vi pl,Vi,Ponerse de acuerdo,4,4,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000097,aníami,aníami,aniami,í,1,2,Medial,2,3,Ejemplo RRM,2,2,14,Hue carúsahua aníami ju.,"Carú ané. Habla chistoso, habla malas cosas. Hue carúsahua aníami ju. Habla chistoso para que los otros se rían.",PAR-000445-01-02,Alineado,Media,RD-000445,Carú,Adv,Adv,De otro modo,1,1,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000098,anigá,anigá,aniga,á,1,4,Final,3,1,Ejemplo RRM,1,2,6,Chirí anigá bitiri.,Chirí anigá bitiri. Estaban acostados en el suelo gritando sus quejas. Chirí animéa. Dirá sus quejas en alta voz.,PAR-000724-01-01,Alineado,Media,RD-000724,Chirí,S,S,Queja,1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000099,anihuáami,anihuáami,anihuaami,á,1,5,Medial,4,3,Ejemplo RRM,1,1,5,¿Chu anihuáami ju?,"¿Chu anihuáami ju? ¿Qué quiere decir? ¿Chu iquí? ¿Qué pasa? ¿Chu mi iquiri? ¿Qué te parece? ¿Chu quipu? ¿Cuánto?, ¿qué cantidad? ¿Chu yena? ¿A qué hora? ¿Chu yena micabé ju? ¿Qué tan lejos está? ¿Chu yiri? ¿Qué clase?, ¿cuál?, ¿qué color?",PAR-000786-01-01,Alineado,Media,RD-000786,Chu,Interr,Interr,¿Qué?,1,1,SRC-02,DICCIONARIO raramuri.pdf,39,39,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000100,animéa,animéa,animea,é,1,4,Medial,3,2,Ejemplo RRM,2,2,6,Chirí animéa.,Chirí anigá bitiri. Estaban acostados en el suelo gritando sus quejas. Chirí animéa. Dirá sus quejas en alta voz.,PAR-000724-01-02,Revisión requerida,Baja,RD-000724,Chirí,S,S,Queja,1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000101,anirá,anirá,anira,á,1,4,Final,3,1,Ejemplo RRM,1,2,9,¿Churigá anirá?,"¿Churigá anirá?, ¿Cómo dirá?",PAR-000071-01-01,Alineado,Alta,RD-000071,Anirá,Vi,Vi,Decir,2,1,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000102,Anirá,anirá,anira,á,1,4,Final,3,1,Lema,1,1,0,Anirá,Anirá,,No aplica,No aplica,RD-000071,Anirá,Vi,Vi,Decir,2,1,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000103,Aniríhuachi,aniríhuachi,anirihuachi,í,1,4,Medial,3,4,Lema,1,1,0,Aniríhuachi,Aniríhuachi,,No aplica,No aplica,RD-000072,Aniríhuachi,Adv,Adv,En el tiempo en que se dice,2,2,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000104,aniríhuachi,aniríhuachi,anirihuachi,í,1,4,Medial,3,4,Ejemplo RRM,1,2,8,Samichí aniríhuachi,"Samichí aniríhuachi, lugar nombrado Samachique",PAR-000073-01-01,Alineado,Alta,RD-000073,Aniríhuami,Pp,Pp,Nombrado,2,2,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000105,Aniríhuami,aniríhuami,anirihuami,í,1,4,Medial,3,4,Lema,1,1,0,Aniríhuami,Aniríhuami,,No aplica,No aplica,RD-000073,Aniríhuami,Pp,Pp,Nombrado,1,1,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000106,Aoréachi,aoréachi,aoreachi,é,1,3,Medial,3,3,Lema,1,1,0,Aoréachi,Aoréachi,,No aplica,No aplica,RD-000074,Aoréachi,S,S,Tascatal,1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000107,Aorí,aorí,aori,í,1,3,Final,3,1,Lema,1,1,0,Aorí,Aorí,,No aplica,No aplica,RD-000075,Aorí,S,S,Táscate (un árbol de la familia del cedro),1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000108,apabérama,apabérama,apaberama,é,1,4,Medial,3,3,Variante,1,1,6,fut.: apabérama,fut.: apabérama,,No aplica,No aplica,RD-000076,Apabera,Vi,Vi,Andar acarreando (en el lomo),1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000109,Apanérohua,apanérohua,apanerohua,é,1,4,Medial,3,4,Lema,1,1,0,Apanérohua,Apanérohua,,No aplica,No aplica,RD-000077,Apanérohua,S,S,Compañero,1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000110,aparóchahuara,aparóchahuara,aparochahuara,ó,1,4,Medial,3,5,Ejemplo RRM,1,4,27,Echi nijé iyera onorá nijé aparóchahuara ju,"Echi nijé iyera onorá nijé aparóchahuara ju, el papá de mi madre es mi abuelo materno.",PAR-000078-01-01,Alineado,Alta,RD-000078,Aparocha,S,S,Abuelo materno,2,2,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000111,aparóchahuara,aparóchahuara,aparochahuara,ó,1,4,Medial,3,5,Ejemplo RRM,1,4,27,Echi nijé iyera onorá nijé aparóchahuara ju,"Echi nijé iyera onorá nijé aparóchahuara ju, el papá de mi madre es mi abuelo materno.",PAR-000079-01-01,Alineado,Alta,RD-000079,Aparocha,S,S,Nieto (del abuelo materno),2,2,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000112,Aparú,aparú,aparu,ú,1,4,Final,3,1,Lema,1,1,0,Aparú,Aparú,,No aplica,No aplica,RD-000080,Aparú,Vi,Vi,Estar bravo,2,2,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000113,aparú,aparú,aparu,ú,1,4,Final,3,1,Ejemplo RRM,1,4,53,Nijeni que omérari banisúhua echi cahué mapujiti hue aparú.,"Nijeni que omérari banisúhua echi cahué mapujiti hue aparú. No pude jalar ese caballo, porque está muy bravo.",PAR-000183-01-01,Alineado,Media,RD-000183,Banisú,Vt,Vt,Jalar (estirando),2,2,SRC-02,DICCIONARIO raramuri.pdf,13,13,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000114,Aparúami,aparúami,aparuami,ú,1,4,Medial,3,3,Lema,1,1,0,Aparúami,Aparúami,,No aplica,No aplica,RD-000081,Aparúami,Adj,Adj,"Bravo, cruel, feroz, malvado, valiente, violento",1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000115,Apé,apé,ape,é,1,2,Final,2,1,Lema,1,1,0,Apé,Apé,,No aplica,No aplica,RD-000082,Apé,Vt,Vt,Echar a la espalda,1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000116,Aplasté,aplasté,aplaste,é,1,6,Final,3,1,Ejemplo RRM,2,1,0,Aplasté,Ripuchí chi’ránarini macúsahua jiti. Aplasté la pulga con mi dedo. Chi’rana. Vt aplastar (con el dedo).,PAR-000718-01-02,Alineado,Media,RD-000718,Chi’rá,Vt,Vt,aplastar,1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000117,Apúntelo,apúntelo,apuntelo,ú,1,2,Medial,2,3,Ejemplo RRM,2,1,1,¡Apúntelo,¡Gará baché! ¡Apúntelo bien!,PAR-000144-01-02,Alineado,Media,RD-000144,Baché,Vi,Vi,Apuntar bien jugando cuatro (tirando al hoyo),1,1,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000118,Apurá,apurá,apura,á,1,4,Final,3,1,Lema,1,1,0,Apurá,Apurá,,No aplica,No aplica,RD-000084,Apurá,Vi,Vi,Hacer olas (el agua),1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000119,Apurí,apurí,apuri,í,1,4,Final,3,1,Lema,1,1,0,Apurí,Apurí,,No aplica,No aplica,RD-000085,Apurí,S,S,Un árbol de la barranca,1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000120,apuró,apuró,apuro,ó,1,4,Final,3,1,Ejemplo RRM,1,3,24,"Bachahuárari ichayá. Se apuró a sembrar primero. (lit.: adelante sembró) Nijeni hue jiyahua, echijiti bachahuáramani.","Bachahuárari ichayá. Se apuró a sembrar primero. (lit.: adelante sembró) Nijeni hue jiyahua, echijiti bachahuáramani. Tengo mucha prisa; por eso voy adelante.",PAR-000142-01-01,Alineado,Baja,RD-000142,Bachahuara,Vi,Vi,Ir adelante.,1,1,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000121,Aqué,aqué,aque,é,1,3,Final,3,1,Lema,1,1,0,Aqué,Aqué,,No aplica,No aplica,RD-000086,Aqué,Vi,Vi,Tener huaraches,2,2,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000122,Aqué,aqué,aque,é,1,3,Final,3,1,Lema,1,1,0,Aqué,Aqué,,No aplica,No aplica,RD-000087,Aqué,Vi,Vi,Nadar,2,2,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000123,Aré,aré,are,é,1,2,Final,2,1,Lema,1,1,0,Aré,Aré,,No aplica,No aplica,RD-000090,Aré,Vt,Vt,Descornar,1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000124,arémani,arémani,aremani,é,1,2,Medial,2,3,Ejemplo RRM,1,3,37,Echi toro tamí chi'iburi; ma huaminá arémani,"Echi toro tamí chi'iburi; ma huaminá arémani, ese toro me acorneó; ya voy a descornarlo.",PAR-000090-01-01,Alineado,Alta,RD-000090,Aré,Vt,Vt,Descornar,1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000125,arí,arí,ari,í,1,2,Final,2,1,Ejemplo RRM,1,1,5,Jipi arí,"Jipi arí, hoy en la tarde, enseguida",PAR-000091-01-01,Alineado,Alta,RD-000091,Arí,Adv,Adv,Tarde,6,5,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000126,Arí,arí,ari,í,1,2,Final,2,1,Lema,1,1,0,Arí,Arí,,No aplica,No aplica,RD-000091,Arí,Adv,Adv,Tarde,6,5,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000127,Arí,arí,ari,í,1,2,Final,2,1,Lema,1,1,0,Arí biché,Arí biché,,No aplica,No aplica,RD-000092,Arí biché,,Sin clasificar,Entonces,6,5,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000128,arí,arí,ari,í,1,2,Final,2,1,Ejemplo RRM,1,1,3,Pe arí chi’riméaré.,Pe arí chi’riméaré. Tal vez va a amanecer en un rato. [fut.: chi’riméa].,PAR-000716-01-01,Alineado,Media,RD-000716,Chi’rá,Vi,Vi,Amanecer (el día),6,5,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000129,arí,arí,ari,í,1,2,Final,2,1,Ejemplo RRM,1,3,23,"Ma pohuasa biré rochí, arí hue chi’roma.","Ma pohuasa biré rochí, arí hue chi’roma. Cuando se agarra un pez con el anzuelo, entonces aletea mucho. Chi’ronó. Estar salpicando.",PAR-000733-01-01,Alineado,Media,RD-000733,Chi’ró,Vi,Vi,"Salpicar, aletear, brincar",6,5,SRC-02,DICCIONARIO raramuri.pdf,37,37,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000130,arí,arí,ari,í,1,2,Final,2,1,Ejemplo RRM,1,1,3,Pe arí chocojípama.,Pe arí chocojípama. Un poco tarde comenzarán la carrera.,PAR-000748-01-01,Alineado,Media,RD-000748,Chocojipa,Vt,Vt,Comenzar una carrera (tirando las bolas),6,5,SRC-02,DICCIONARIO raramuri.pdf,37,37,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000131,Ariché,ariché,ariche,é,1,5,Final,3,1,Lema,1,1,0,Ariché,Ariché,,No aplica,No aplica,RD-000093,Ariché,Vi,Vi,"Tardar, dilatar",1,1,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000132,Arigá,arigá,ariga,á,1,4,Final,3,1,Ejemplo RRM,1,1,0,Arigá ruráachi nochabo,"Arigá ruráachi nochabo, a pesar del frío vamos a trabajar. Arigá 'huérari, urgente Ariga 'huérari ju, es menester",PAR-000094-01-01,Alineado,Alta,RD-000094,Arigá,,Sin clasificar,"A pesar de, de todos modos",6,4,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000133,Arigá,arigá,ariga,á,1,4,Final,3,1,Ejemplo RRM,2,1,0,"Arigá 'huérari, urgente Ariga 'huérari ju","Arigá ruráachi nochabo, a pesar del frío vamos a trabajar. Arigá 'huérari, urgente Ariga 'huérari ju, es menester",PAR-000094-01-02,Alineado,Alta,RD-000094,Arigá,,Sin clasificar,"A pesar de, de todos modos",6,4,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000134,Arigá,arigá,ariga,á,1,4,Final,3,1,Lema,1,1,0,Arigá,Arigá,,No aplica,No aplica,RD-000094,Arigá,,Sin clasificar,"A pesar de, de todos modos",6,4,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000135,arigá,arigá,ariga,á,1,4,Final,3,1,Ejemplo RRM,1,5,39,"Maparí huabé bu'huíbari ba'huí, nijeni arigá boioniri.","Maparí huabé bu'huíbari ba'huí, nijeni arigá boioniri. Cuando estaba muy crecida el agua, yo siempre pasaba al otro lado vadeando.",PAR-000299-01-01,Alineado,Media,RD-000299,Boioní,Vi,Vi,"Pasar a pie al otro lado del agua, vadear",6,4,SRC-02,DICCIONARIO raramuri.pdf,18,19,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000136,arigá,arigá,ariga,á,1,4,Final,3,1,Ejemplo RRM,1,1,6,Chopi arigá. Siquiera. Chópirigá rihuéami ju.,Chopi arigá. Siquiera. Chópirigá rihuéami ju. Es tocayo.,PAR-000768-01-01,Alineado,Baja,RD-000768,Chopi,,Sin clasificar,"1. adv Solamente 2. conj Pero, sino",6,4,SRC-02,DICCIONARIO raramuri.pdf,38,38,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000137,Arigá,arigá,ariga,á,1,4,Final,3,1,Ejemplo RRM,1,1,0,"Arigá rariméani biré napacha, mapu chubiyiri nirúrasagá.","Arigá rariméani biré napacha, mapu chubiyiri nirúrasagá. De todos modos compraré una camisa, de cualquier color que haya.",PAR-000788-01-01,Revisión requerida,Baja,RD-000788,Chubiyiri,Adj,Adj,"Cualquier color o clase, lo que sea",6,4,SRC-02,DICCIONARIO raramuri.pdf,39,39,Transcrito,Pendiente de cotejo ortográfico y prosódico
