variant_id,form_a,form_b,form_a_normalized,form_b_normalized,pattern,relation_type,derivation_method,entry_id,entry_ids,related_entry_id,classification,evidence,source_code,source_document,page_start,page_end,source_status,validation_status
VAR-000105,Bóisi,ibóisi,boisi,iboisi,pl,Flexión,Etiqueta morfológica explícita,RD-000298,RD-000298,,S,pl.: ibóisi,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo lingüístico
VAR-000106,Bosá,posá,bosa,posa,pl,Flexión,Etiqueta morfológica explícita,RD-000313,RD-000313,,Vi sing,pl.: posá,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito,Pendiente de cotejo lingüístico
VAR-000107,Bu'huí,bití,bu'hui,biti,pl,Flexión,Etiqueta morfológica explícita,RD-000332,RD-000332,,Vi,"pl.: bití; fut.: bu’huimea, bu’huibamina",SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito,Pendiente de cotejo lingüístico
VAR-000108,Buqué,pugué,buque,pugue,pl,Flexión,Etiqueta morfológica explícita,RD-000340,RD-000340,,Vi sing,pl.: pugué,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito,Pendiente de cotejo lingüístico
VAR-000109,Capora,cabora,capora,cabora,pl,Flexión,Etiqueta morfológica explícita,RD-000420,RD-000420,,Vi sing,pl: cabora,SRC-02,DICCIONARIO raramuri.pdf,24,24,Transcrito,Pendiente de cotejo lingüístico
VAR-000110,Choquéami,siné,choqueami,sine,pl,Flexión,Etiqueta morfológica explícita,RD-000773,RD-000773,,S pl,pl.: siné,SRC-02,DICCIONARIO raramuri.pdf,38,38,Transcrito,Pendiente de cotejo lingüístico
VAR-000111,Chucú,uchú,chucu,uchu,pl,Flexión,Etiqueta morfológica explícita,RD-000791,RD-000791,,Vi sing,pl.: uchú,SRC-02,DICCIONARIO raramuri.pdf,39,39,Transcrito,Pendiente de cotejo lingüístico
VAR-000112,Churi,cuchuri,churi,cuchuri,pl,Flexión,Etiqueta morfológica explícita,RD-000815,RD-000815,,S sing,pl.: cuchuri,SRC-02,DICCIONARIO raramuri.pdf,40,40,Transcrito,Pendiente de cotejo lingüístico
VAR-000113,Cochí,ocochi,cochi,ocochi,pl,Flexión,Etiqueta morfológica explícita,RD-000483,RD-000483,,Vi sing,pp.: cochíami; pl: ocochi,SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito,Pendiente de cotejo lingüístico
VAR-000114,Cunámami,cunámacami,cunamami,cunamacami,pl,Flexión,Etiqueta morfológica explícita,RD-000589,RD-000589,,S,pl.: cunámacami,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo lingüístico
VAR-000115,Huaminá ‘masa,huaminá jumsa,huamina 'masa,huamina jumsa,pl,Flexión,Etiqueta morfológica explícita,RD-000889,RD-000889,,Vi sing,pl.: huaminá jumsa,SRC-02,DICCIONARIO raramuri.pdf,43,43,Transcrito,Pendiente de cotejo lingüístico
VAR-000116,Huarú,ohuari,huaru,ohuari,pl,Flexión,Etiqueta morfológica explícita,RD-000912,RD-000912,,Adj sing,pl.: ohuari,SRC-02,DICCIONARIO raramuri.pdf,43,44,Transcrito,Pendiente de cotejo lingüístico
VAR-000117,Hui’íami,hui’iméa,hui'iami,hui'imea,pl,Flexión,Etiqueta morfológica explícita,RD-000993,RD-000993,,Adj sing,pl.: hui’iméa,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo lingüístico
VAR-000118,Huichí huirigá,huichí jaga,huichi huiriga,huichi jaga,pl,Flexión,Etiqueta morfológica explícita,RD-000976,RD-000976,,Adv sing,pl.: huichí jaga,SRC-02,DICCIONARIO raramuri.pdf,46,46,Transcrito,Pendiente de cotejo lingüístico
VAR-000119,Huichiba,rujuí,huichiba,rujui,pl,Flexión,Etiqueta morfológica explícita,RD-000977,RD-000977,,Vi,pl.: rujuí,SRC-02,DICCIONARIO raramuri.pdf,46,46,Transcrito,Pendiente de cotejo lingüístico
VAR-000120,Huirá,jahua,huira,jahua,pl,Flexión,Etiqueta morfológica explícita,RD-001010,RD-001010,,Vt,pl.: jahua; pret.: huirásari,SRC-02,DICCIONARIO raramuri.pdf,47,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000121,Huiráami,‘huécami,huiraami,'huecami,pl,Flexión,Etiqueta morfológica explícita,RD-001011,RD-001011,,S sing,pl.: ‘huécami,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000122,Huirí,jahui,huiri,jahui,pl,Flexión,Etiqueta morfológica explícita,RD-001017,RD-001017,,Vi,fut.: huiriméa; pl.: jahui,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000123,Huiriba,jaba,huiriba,jaba,pl,Flexión,Etiqueta morfológica explícita,RD-001019,RD-001019,,Vi sing,pret.: huiríbari; fut.: huiribama; pl.: jaba,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000124,Huirisa,jasa,huirisa,jasa,pl,Flexión,Etiqueta morfológica explícita,RD-001024,RD-001024,,Vi sing,pl.: jasa; pret.: huirísari,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000125,Arihué,arihuérami,arihue,arihuerami,pp,Flexión,Etiqueta morfológica explícita,RD-000097,RD-000097,,Vt,pp.: arihuérami; fut.: arihuema,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo lingüístico
VAR-000126,Até,atéami,ate,ateami,pp,Flexión,Etiqueta morfológica explícita,RD-000116,RD-000116,,Vi,pp.: atéami,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito,Pendiente de cotejo lingüístico
VAR-000127,Bachá,bachárami,bacha,bacharami,pp,Flexión,Etiqueta morfológica explícita,RD-000138,RD-000138,,Vipl,pp.: bachárami,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito,Pendiente de cotejo lingüístico
VAR-000128,Bicá,bicáami,bica,bicaami,pp,Flexión,Etiqueta morfológica explícita,RD-000223,RD-000223,,Vi,pret.: biquiyari; fut.: bicamea; pp.: bicáami,SRC-02,DICCIONARIO raramuri.pdf,15,15,Transcrito,Pendiente de cotejo lingüístico
VAR-000129,Binera,binératami,binera,bineratami,pp,Flexión,Etiqueta morfológica explícita,RD-000258,RD-000258,,,pp.: binératami,SRC-02,DICCIONARIO raramuri.pdf,16,16,Transcrito,Pendiente de cotejo lingüístico
VAR-000130,Burira,burirahuami,burira,burirahuami,pp,Flexión,Etiqueta morfológica explícita,RD-000344,RD-000344,,Vt,pp.: burirahuami,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo lingüístico
VAR-000131,ca,cami,ca,cami,pp,Flexión,Etiqueta morfológica explícita,RD-000358,RD-000358,,Vi,pp: cami,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo lingüístico
VAR-000132,Cachuna,cachúami,cachuna,cachuami,pp,Flexión,Etiqueta morfológica explícita,RD-000377,RD-000377,,Vt,pret.: cachúnari; pp.: cachúami,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo lingüístico
VAR-000133,Carihua,caríhuami,carihua,carihuami,pp,Flexión,Etiqueta morfológica explícita,RD-000438,RD-000438,,Vi,pret: caríiri; pp.: caríhuami; fut.: caríiri; pp.: caríhuami; fut.: caríima,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo lingüístico
VAR-000134,Chajoca,chajócami,chajoca,chajocami,pp,Flexión,Etiqueta morfológica explícita,RD-000645,RD-000645,,Vt,pret.: chihuarir; pp.: chajócami,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo lingüístico
VAR-000135,Chi’rá,chi’ráami,chi'ra,chi'raami,pp,Flexión,Etiqueta morfológica explícita,RD-000717,RD-000717,,Vi,pp.: chi’ráami,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo lingüístico
VAR-000136,Chicora,chicórahuami,chicora,chicorahuami,pp,Flexión,Etiqueta morfológica explícita,RD-000675,RD-000675,,Vi,pret.: chicóori; fut.: chicórama; pp.: chicórahuami,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo lingüístico
VAR-000137,Chipú,chipúami,chipu,chipuami,pp,Flexión,Etiqueta morfológica explícita,RD-000714,RD-000714,,Vi,pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo lingüístico
VAR-000138,Chirihué,chirihuéami,chirihue,chirihueami,pp,Flexión,Etiqueta morfológica explícita,RD-000726,RD-000726,,Vi,pret.: chirihuéari; chiruérama; pp.: chirihuéami,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo lingüístico
VAR-000139,Choba,chóbarami,choba,chobarami,pp,Flexión,Etiqueta morfológica explícita,RD-000740,RD-000740,,Vt,pp.: chóbarami,SRC-02,DICCIONARIO raramuri.pdf,37,37,Transcrito,Pendiente de cotejo lingüístico
VAR-000140,Choba,chobácami,choba,chobacami,pp,Flexión,Etiqueta morfológica explícita,RD-000741,RD-000741,,Vi,pp.: chobácami,SRC-02,DICCIONARIO raramuri.pdf,37,37,Transcrito,Pendiente de cotejo lingüístico
VAR-000141,Chocó,chocóami,choco,chocoami,pp,Flexión,Etiqueta morfológica explícita,RD-000744,RD-000744,,Vi,pret.: chochóori; fut.: chochórama; pp.: chocóami,SRC-02,DICCIONARIO raramuri.pdf,37,37,Transcrito,Pendiente de cotejo lingüístico
VAR-000142,Choró,choroami,choro,choroami,pp,Flexión,Etiqueta morfológica explícita,RD-000781,RD-000781,,Vi,pp.: choroami,SRC-02,DICCIONARIO raramuri.pdf,39,39,Transcrito,Pendiente de cotejo lingüístico
VAR-000143,Chu’huiró,chu’huirótami,chu'huiro,chu'huirotami,pp,Flexión,Etiqueta morfológica explícita,RD-000800,RD-000800,,Vt,pp.: chu’huirótami,SRC-02,DICCIONARIO raramuri.pdf,40,40,Transcrito,Pendiente de cotejo lingüístico
VAR-000144,Chutá,chutárami,chuta,chutarami,pp,Flexión,Etiqueta morfológica explícita,RD-000829,RD-000829,,Vt,fut.: chutama; pp.: chutárami,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo lingüístico
VAR-000145,Co'huá,co'huéami,co'hua,co'hueami,pp,Flexión,Etiqueta morfológica explícita,RD-000489,RD-000489,,Vi,"pret.: co'huari; fut.: copoa, co'mea; pp.: co'huéami",SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito,Pendiente de cotejo lingüístico
VAR-000146,Cochí,cochíami,cochi,cochiami,pp,Flexión,Etiqueta morfológica explícita,RD-000483,RD-000483,,Vi sing,pp.: cochíami; pl: ocochi,SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito,Pendiente de cotejo lingüístico
VAR-000147,Comítana,comíami,comitana,comiami,pp,Flexión,Etiqueta morfológica explícita,RD-000507,RD-000507,,Vt,pp: comíami,SRC-02,DICCIONARIO raramuri.pdf,28,28,Transcrito,Pendiente de cotejo lingüístico
VAR-000148,Cuné,cunéami,cune,cuneami,pp,Flexión,Etiqueta morfológica explícita,RD-000590,RD-000590,,Vi,pp.: cunéami,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo lingüístico
VAR-000149,Cupé,cupéami,cupe,cupeami,pp,Flexión,Etiqueta morfológica explícita,RD-000592,RD-000592,,Vi,pp.: cupéami,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo lingüístico
VAR-000150,Cupí,cupíami,cupi,cupiami,pp,Flexión,Etiqueta morfológica explícita,RD-000593,RD-000593,,Vi,fut.: cupuméa; pp.: cupíami,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo lingüístico
VAR-000151,Cusé,cuséami,cuse,cuseami,pp,Flexión,Etiqueta morfológica explícita,RD-000609,RD-000609,,Vt,pp.: cuséami,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo lingüístico
VAR-000152,Cusí,cusítami,cusi,cusitami,pp,Flexión,Etiqueta morfológica explícita,RD-000615,RD-000615,,Vt,pp.: cusítami,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo lingüístico
VAR-000153,Garé,garérami,gare,garerami,pp,Flexión,Etiqueta morfológica explícita,RD-000859,RD-000859,,Vt,pp.: garérami,SRC-02,DICCIONARIO raramuri.pdf,42,42,Transcrito,Pendiente de cotejo lingüístico
VAR-000154,Hua,huacami,hua,huacami,pp,Flexión,Etiqueta morfológica explícita,RD-000862,RD-000862,,Vi,ad.: huáami; pp.: huacami,SRC-02,DICCIONARIO raramuri.pdf,42,42,Transcrito,Pendiente de cotejo lingüístico
VAR-000155,Huacocha,huacóchami,huacocha,huacochami,pp,Flexión,Etiqueta morfológica explícita,RD-000873,RD-000873,,Vi,pp.: huacóchami,SRC-02,DICCIONARIO raramuri.pdf,42,42,Transcrito,Pendiente de cotejo lingüístico
VAR-000156,Huarina,huarínami,huarina,huarinami,pp,Flexión,Etiqueta morfológica explícita,RD-000908,RD-000908,,Vi,pp.: huarínami,SRC-02,DICCIONARIO raramuri.pdf,43,43,Transcrito,Pendiente de cotejo lingüístico
VAR-000157,Huasa,huásarami,huasa,huasarami,pp,Flexión,Etiqueta morfológica explícita,RD-000917,RD-000917,,vt,"pp.: huásarami, huasíami",SRC-02,DICCIONARIO raramuri.pdf,44,44,Transcrito,Pendiente de cotejo lingüístico
VAR-000158,Huasa,huasíami,huasa,huasiami,pp,Flexión,Etiqueta morfológica explícita,RD-000917,RD-000917,,vt,"pp.: huásarami, huasíami",SRC-02,DICCIONARIO raramuri.pdf,44,44,Transcrito,Pendiente de cotejo lingüístico
VAR-000159,Huasará,huasarátami,huasara,huasaratami,pp,Flexión,Etiqueta morfológica explícita,RD-000920,RD-000920,,Vt,pp.: huasarátami,SRC-02,DICCIONARIO raramuri.pdf,44,44,Transcrito,Pendiente de cotejo lingüístico
VAR-000160,Huicá,huicáami,huica,huicaami,pp,Flexión,Etiqueta morfológica explícita,RD-000953,RD-000953,,Vi,pp.: huicáami,SRC-02,DICCIONARIO raramuri.pdf,45,45,Transcrito,Pendiente de cotejo lingüístico
VAR-000161,Icaré,icaréami,icare,icareami,pp,Flexión,Etiqueta morfológica explícita,RD-001053,RD-001053,,Vi,pp.: icaréami,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo lingüístico
VAR-000162,Chipú,chipura,chipu,chipura,pres,Flexión,Etiqueta morfológica explícita,RD-000714,RD-000714,,Vi,pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo lingüístico
VAR-000163,‘Huí,‘huiri,'hui,'huiri,pret,Flexión,Etiqueta morfológica explícita,RD-000951,RD-000951,,Vt,pret.: ‘huiri; fut.: ‘umea,SRC-02,DICCIONARIO raramuri.pdf,45,45,Transcrito,Pendiente de cotejo lingüístico
VAR-000164,A,ari,a,ari,pret,Flexión,Etiqueta morfológica explícita,RD-000001,RD-000001,,Vt,pret.: ari; fut.: ama,SRC-02,DICCIONARIO raramuri.pdf,3,3,Transcrito,Pendiente de cotejo lingüístico
VAR-000165,A'huí,a'huiri,a'hui,a'huiri,pret,Flexión,Etiqueta morfológica explícita,RD-000034,RD-000034,,Vi,"pret.: a'huiri, fut.: a'huimea",SRC-02,DICCIONARIO raramuri.pdf,4,4,Transcrito,Pendiente de cotejo lingüístico
VAR-000166,A'huí,fut.: a'huimea,a'hui,fut.: a'huimea,pret,Flexión,Etiqueta morfológica explícita,RD-000034,RD-000034,,Vi,"pret.: a'huiri, fut.: a'huimea",SRC-02,DICCIONARIO raramuri.pdf,4,4,Transcrito,Pendiente de cotejo lingüístico
VAR-000167,A'najata,a'najátari,a'najata,a'najatari,pret,Flexión,Etiqueta morfológica explícita,RD-000059,RD-000059,,Vt,pret.: a'najátari; fut.: a’najátama,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo lingüístico
VAR-000168,Anacha,anáchari,anacha,anachari,pret,Flexión,Etiqueta morfológica explícita,RD-000053,RD-000053,,Vi,pret.: anáchari; fut.: anachama,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo lingüístico
VAR-000169,Anahui,anpahuari,anahui,anpahuari,pret,Flexión,Etiqueta morfológica explícita,RD-000057,RD-000057,,Vt,pret.: anpahuari; fut.: anáhuima,SRC-02,DICCIONARIO raramuri.pdf,5,6,Transcrito,Pendiente de cotejo lingüístico
VAR-000170,Ba'hué,ba'huéari,ba'hue,ba'hueari,pret,Flexión,Etiqueta morfológica explícita,RD-000150,RD-000150,,Vi,pret.: ba'huéari; fut.: ba'huérama,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito,Pendiente de cotejo lingüístico
VAR-000171,Bajina,bajínari,bajina,bajinari,pret,Flexión,Etiqueta morfológica explícita,RD-000166,RD-000166,,Vi,pret.: bajínari; fut.: bajínama,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito,Pendiente de cotejo lingüístico
VAR-000172,Bajita,bajítari,bajita,bajitari,pret,Flexión,Etiqueta morfológica explícita,RD-000168,RD-000168,,Vi,pret.: bajítari; fut.: bajítama,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito,Pendiente de cotejo lingüístico
VAR-000173,Banira,banírari,banira,banirari,pret,Flexión,Etiqueta morfológica explícita,RD-000182,RD-000182,,Vt,"pret.: banírari; fut.: banírama, banagá",SRC-02,DICCIONARIO raramuri.pdf,13,13,Transcrito,Pendiente de cotejo lingüístico
VAR-000174,Bicá,biquiyari,bica,biquiyari,pret,Flexión,Etiqueta morfológica explícita,RD-000223,RD-000223,,Vi,pret.: biquiyari; fut.: bicamea; pp.: bicáami,SRC-02,DICCIONARIO raramuri.pdf,15,15,Transcrito,Pendiente de cotejo lingüístico
VAR-000175,Bihuá,bihuáari,bihua,bihuaari,pret,Flexión,Etiqueta morfológica explícita,RD-000242,RD-000242,,Vi,pret.: bihuáari; fut.: bihuama,SRC-02,DICCIONARIO raramuri.pdf,16,16,Transcrito,Pendiente de cotejo lingüístico
VAR-000176,Bimoré,bimoréari,bimore,bimoreari,pret,Flexión,Etiqueta morfológica explícita,RD-000252,RD-000252,,Vi,pret.: bimoréari; fut.: bimorema,SRC-02,DICCIONARIO raramuri.pdf,16,16,Transcrito,Pendiente de cotejo lingüístico
VAR-000177,Bité,bitéeri,bite,biteeri,pret,Flexión,Etiqueta morfológica explícita,RD-000280,RD-000280,,Vi,pret.: bitéeri; fut.: bitérama; pl.: piré,SRC-02,DICCIONARIO raramuri.pdf,17,18,Transcrito,Pendiente de cotejo lingüístico
VAR-000178,Bité,bitéari,bite,biteari,pret,Flexión,Etiqueta morfológica explícita,RD-000281,RD-000281,,Vi,pret.: bitéari; fut.: bitítama,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo lingüístico
VAR-000179,Burú,burúuri,buru,buruuri,pret,Flexión,Etiqueta morfológica explícita,RD-000346,RD-000346,,Vi,pret.: burúuri,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo lingüístico
VAR-000180,Busá,busuré,busa,busure,pret,Flexión,Etiqueta morfológica explícita,RD-000349,RD-000349,,Vi,pret.: busuré; fut.: busuméa,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo lingüístico
VAR-000181,buyana,buyánari,buyana,buyanari,pret,Flexión,Etiqueta morfológica explícita,RD-000355,RD-000355,,Vi pl,pret.: buyánari,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo lingüístico
VAR-000182,Ca'hué,ca'huéari,ca'hue,ca'hueari,pret,Flexión,Etiqueta morfológica explícita,RD-000380,RD-000380,,Vi,pret.: ca'huéari; fut.: ca'huérama,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo lingüístico
VAR-000183,Cachú,cachuri,cachu,cachuri,pret,Flexión,Etiqueta morfológica explícita,RD-000376,RD-000376,,Vi,pret.: cachuri,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo lingüístico
VAR-000184,Cachuna,cachúnari,cachuna,cachunari,pret,Flexión,Etiqueta morfológica explícita,RD-000377,RD-000377,,Vt,pret.: cachúnari; pp.: cachúami,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo lingüístico
VAR-000185,Caniri,caníiri,caniri,caniiri,pret,Flexión,Etiqueta morfológica explícita,RD-000408,RD-000408,,Vi,pret.: caníiri; fut.: canírama,SRC-02,DICCIONARIO raramuri.pdf,24,24,Transcrito,Pendiente de cotejo lingüístico
VAR-000186,Capírahua,capíranari,capirahua,capiranari,pret,Flexión,Etiqueta morfológica explícita,RD-000413,RD-000413,,Vi,pret.: capíranari; fut.: capíranama,SRC-02,DICCIONARIO raramuri.pdf,24,24,Transcrito,Pendiente de cotejo lingüístico
VAR-000187,Caré,carihuérari,care,carihuerari,pret,Flexión,Etiqueta morfológica explícita,RD-000432,RD-000432,,Vi,pret: carihuérari; fut: carihuérama,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo lingüístico
VAR-000188,Carihua,caríiri,carihua,cariiri,pret,Flexión,Etiqueta morfológica explícita,RD-000438,RD-000438,,Vi,pret: caríiri; pp.: caríhuami; fut.: caríiri; pp.: caríhuami; fut.: caríima,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo lingüístico
VAR-000189,Chajoca,chihuarir,chajoca,chihuarir,pret,Flexión,Etiqueta morfológica explícita,RD-000645,RD-000645,,Vt,pret.: chihuarir; pp.: chajócami,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo lingüístico
VAR-000190,Charihué,charihuéeri,charihue,charihueeri,pret,Flexión,Etiqueta morfológica explícita,RD-000662,RD-000662,,Vi,pret.: charihuéeri; fut.:charihuérama,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo lingüístico
VAR-000191,Chehui,chehuari,chehui,chehuari,pret,Flexión,Etiqueta morfológica explícita,RD-000667,RD-000667,,Vt,pret.: chehuari; fut.: chehuama,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo lingüístico
VAR-000192,Chi’huá,chi’huari,chi'hua,chi'huari,pret,Flexión,Etiqueta morfológica explícita,RD-000684,RD-000684,,Vi,pret.: chi’huari,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo lingüístico
VAR-000193,Chi’huana,chi’huánari,chi'huana,chi'huanari,pret,Flexión,Etiqueta morfológica explícita,RD-000687,RD-000687,,Vt,fut.: chi’huanama; pret.: chi’huánari,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo lingüístico
VAR-000194,Chi’riní,chi’riri,chi'rini,chi'riri,pret,Flexión,Etiqueta morfológica explícita,RD-000730,RD-000730,,Vi,pret.: chi’riri; fut.: chi’rima,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo lingüístico
VAR-000195,Chicora,chicóori,chicora,chicoori,pret,Flexión,Etiqueta morfológica explícita,RD-000675,RD-000675,,Vi,pret.: chicóori; fut.: chicórama; pp.: chicórahuami,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo lingüístico
VAR-000196,Chigó,chigori,chigo,chigori,pret,Flexión,Etiqueta morfológica explícita,RD-000680,RD-000680,,Vt,pret.: chigori,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo lingüístico
VAR-000197,Chipú,chipúari,chipu,chipuari,pret,Flexión,Etiqueta morfológica explícita,RD-000714,RD-000714,,Vi,pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo lingüístico
