"ID","Language_ID","Headword","Part_Of_Speech","Headword_Raw","Headword_Normalized","Homonym_Number","Classification_Family","Translation_Raw","Variants_JSON","Examples_JSON","Comment","Source","Publication_Status","Validation_Status","Transcription_Status"
"RD-000092","tar","Arí biché","","Arí biché","ari biche","","Sin clasificar","Entonces","[]","[]","","SRC-02[7]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000093","tar","Ariché","Vi","Ariché","ariche","","Vi","Tardar, dilatar","[]","[]","","SRC-02[7]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000094","tar","Arigá","","Arigá","ariga","","Sin clasificar","A pesar de, de todos modos","[]","[""Arigá ruráachi nochabo, a pesar del frío vamos a trabajar. Arigá 'huérari, urgente Ariga 'huérari ju, es menester""]","Arigá ruráachi nochabo, a pesar del frío vamos a trabajar. Arigá 'huérari, urgente Ariga 'huérari ju, es menester","SRC-02[7]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000095","tar","Arihua","Vi","Arihua","arihua","","Vi","Ser tarde, atardecer","[]","[""Ma arihua, terico chonama, ya es tarde, pronto va a obscurecer.""]","Ma arihua, terico chonama, ya es tarde, pronto va a obscurecer.","SRC-02[7]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000096","tar","Arihuá","S","Arihuá","arihua","","S","Alma","[]","[]","","SRC-02[7]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000097","tar","Arihué","Vt","Arihué","arihue","","Vt","Dejar","[""pp.: arihuérami; fut.: arihuema""]","[""Rijoy huaminá arihueri binoy upira, el hombre dejó a su esposa. Echo'ná bitichí arihueri ripurá, dejó el hacha en la casa. ¡Arihué! ¡Quetasi namó orá!, ¡Déjalo! iNo le hagas nada! [pp.: arihuérami; fut.: arihuema]""]","Rijoy huaminá arihueri binoy upira, el hombre dejó a su esposa. Echo'ná bitichí arihueri ripurá, dejó el hacha en la casa. ¡Arihué! ¡Quetasi namó orá!, ¡Déjalo! iNo le hagas nada! [pp.: arihuérami; fut.: arihuema]","SRC-02[7]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000098","tar","Arimuri","S","Arimuri","arimuri","","S","Almud","[]","[]","","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000099","tar","A'rínaromí","Adv","A'rínaromí","a'rinaromi","","Adv","Al poco rato","[]","[""Maparimi cu simiri, que ayó, pe a'rínaromí échico nahuarí, a poco de haberse ido usted, llegó él.""]","Maparimi cu simiri, que ayó, pe a'rínaromí échico nahuarí, a poco de haberse ido usted, llegó él.","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000100","tar","Ariósibá","Interj","Ariósibá","ariosiba","","Interj","¡Adiós!","[]","[]","","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000101","tar","Arirí","Interj","Arirí","ariri","","Interj","iAy!","[]","[]","","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000102","tar","Aró","Vi","Aró","aro","","Vi","Marchitarse","[]","[]","","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000103","tar","Asahua","Vy","Asahua","asahua","","V","Acudir","[]","[]","","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000104","tar","Asapa","Vt","Asapa","asapa","","Vt","Sacudir","[]","[""Cará asápari quimá, mapujiti hue napisóori. Sacudió bien la cobija, porque tenía mucho polvo.""]","Cará asápari quimá, mapujiti hue napisóori. Sacudió bien la cobija, porque tenía mucho polvo.","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000105","tar","Asayé","S pl","Asayé","asaye","","S","Enemigos","[""sing.: sayé""]","[""[sing.: sayé]""]","[sing.: sayé]","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000106","tar","Asé","Vt","Asé","ase","","Vt","Montar (un animal)","[]","[""Cahué asigá cu simiri. Montando el caballo, se fué. Que cho binéami ju aserihua. Todavía no está entrenado a ser montado. Asigá montando""]","Cahué asigá cu simiri. Montando el caballo, se fué. Que cho binéami ju aserihua. Todavía no está entrenado a ser montado. Asigá montando","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000107","tar","Así","Adv","Así","asi","","Adv","También","[]","[""Binoy upira así simiri. Su esposa también se fue.""]","Binoy upira así simiri. Su esposa también se fue.","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000108","tar","Asibá","Imper","Asibá","asiba","","Imper","Siéntate","[]","[""Mami risiri inaria, echo'ná ritérari moba asibá. Ya te cansaste de andar, siéntate allí sobre la piedra.""]","Mami risiri inaria, echo'ná ritérari moba asibá. Ya te cansaste de andar, siéntate allí sobre la piedra.","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000109","tar","Asiba","Vi sing","Asiba","asiba","","Vi","Sentarse","[]","[""Pachá asíbaga, huarú co'huari. Sentándose adentro, comió mucho. Echo'ná escuélachi asíbami rihuárini. Le ví sentado allí, en la escuela.""]","Pachá asíbaga, huarú co'huari. Sentándose adentro, comió mucho. Echo'ná escuélachi asíbami rihuárini. Le ví sentado allí, en la escuela.","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000110","tar","Asiba","","Asiba","asiba","","Sin clasificar","Quedarse (cosa)","[""pl.: muchiba""]","[""Echi huarú rité ripana jonsa cabótasa, huami ri’ré asíbari. Esa piedra rodó desde arriba y se quedó allí abajo. [pl.: muchiba] asináari vi quería sentarse""]","Echi huarú rité ripana jonsa cabótasa, huami ri’ré asíbari. Esa piedra rodó desde arriba y se quedó allí abajo. [pl.: muchiba] asináari vi quería sentarse","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000111","tar","Asira","Vi","Asira","asira","","Vi","Estar sentado (haciendo algo)","[]","[""Oserí 'nénia asírari. Estaba sentado leyendo.""]","Oserí 'nénia asírari. Estaba sentado leyendo.","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000112","tar","Asisi","Vi","Asisi","asisi","","Vi","Levantarse (de estar acostado)","[]","[]","","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000113","tar","Atá","S","Atá","ata","","S","Arco (para flechas)","[]","[]","","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000114","tar","Atachó","Vi","Atachó","atacho","","Vi","Pudrirse (mazorcas)","[]","[""Atachórami podridas (mazorcas)""]","Atachórami podridas (mazorcas)","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000115","tar","Atahuépata","Vt","Atahuépata","atahuepata","","Vt","Podar","[]","[]","","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000116","tar","Até","Vi","Até","ate","","Vi","Tener arco","[""pp.: atéami""]","[""[pp.: atéami]""]","[pp.: atéami]","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000117","tar","Atí","Vi","Atí","ati","","Vi","Sing estar, estar sentado","[""pl.: muchuhui""]","[""[pl.: muchuhui]""]","[pl.: muchuhui]","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000118","tar","Atisi","Vi","Atisi","atisi","","Vi","Estornudar","[]","[]","","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000119","tar","Auché","Adv","Auché","auche","","Adv","Otro","[]","[""Auché baisá niráa, tres tantos. Auché biré, otro. Auché biréana, en otra parte. Auché biréara oméachi, el próximo domingo. Auché jaré, otros. Auché pe ocuá, otro poco. Auché siné, otra vez.""]","Auché baisá niráa, tres tantos. Auché biré, otro. Auché biréana, en otra parte. Auché biréara oméachi, el próximo domingo. Auché jaré, otros. Auché pe ocuá, otro poco. Auché siné, otra vez.","SRC-02[8]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000120","tar","Auchecho","","Auchecho","auchecho","","Sin clasificar","","[]","[""Auchecho siné, otra vez. Auchecho siné aní, repetir. Auchecho siné cu ‘ya, reponer.""]","Auchecho siné, otra vez. Auchecho siné aní, repetir. Auchecho siné cu ‘ya, reponer.","SRC-02[8-9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000121","tar","Ayá","","Ayá","aya","","Sin clasificar","Dando [Gerundio de ‘ya]","[]","[""Jena’í iyénari biré óhuami carúmati ohuáami ayá. Aquí andaba un médico dándonos medicinas de todas clases.""]","Jena’í iyénari biré óhuami carúmati ohuáami ayá. Aquí andaba un médico dándonos medicinas de todas clases.","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000122","tar","A’yapi","","A’yapi","a'yapi","","Sin clasificar","Uno tras otro","[]","[""Maparí nachútari sunú, a’yapi sísari echi pagótuami. Cuando hicieron distribución del maíz, la gente llegaba una tras otra.""]","Maparí nachútari sunú, a’yapi sísari echi pagótuami. Cuando hicieron distribución del maíz, la gente llegaba una tras otra.","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000123","tar","Ayena","Adv","Ayena","ayena","","Adv","Sí","[]","[""¿Acha atí mujé onorá? Ayena, echo'ná pachá atí. ¿Está tu papá? Sí, está allí adentro.""]","¿Acha atí mujé onorá? Ayena, echo'ná pachá atí. ¿Está tu papá? Sí, está allí adentro.","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000124","tar","Ayena cho","Adv","Ayena cho","ayena cho","","Adv","También, aún, sí","[]","[""Ayena cho nayúnari echi jaré cúuchi. Aún los niños se enfermaron. Nijé onorá ayena cho nahuari. Mi papá también vino. Ayénasí, ayena así sí también.""]","Ayena cho nayúnari echi jaré cúuchi. Aún los niños se enfermaron. Nijé onorá ayena cho nahuari. Mi papá también vino. Ayénasí, ayena así sí también.","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000125","tar","Ba'arí","Adv","Ba'arí","ba'ari","","Adv","Mañana.","[]","[""Ba'arí bi'yá mañana temprano. Ba'arí piché hasta mañana""]","Ba'arí bi'yá mañana temprano. Ba'arí piché hasta mañana","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000126","tar","Ba'arínara","","Ba'arínara","ba'arinara","","Sin clasificar","Al siguiente día (en el pasado) por la mañana","[]","[""Maparí huarú quipari, ba'arínara huabé ruráari. Al día siguiente de la gran nevada hizo mucho frío.""]","Maparí huarú quipari, ba'arínara huabé ruráari. Al día siguiente de la gran nevada hizo mucho frío.","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000127","tar","Bacá","S","Bacá","baca","","S","Carrizo","[]","[""Huaminá tu bacochi hue nirú bacá. Allá abajo, en el río, hay mucho carrizo. Echi jaré rarámuri echi bacá nihuá cuseri. Los tarahumaras hacen flautas del carrizo.""]","Huaminá tu bacochi hue nirú bacá. Allá abajo, en el río, hay mucho carrizo. Echi jaré rarámuri echi bacá nihuá cuseri. Los tarahumaras hacen flautas del carrizo.","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000128","tar","Bacahuá","S","Bacahuá","bacahua","","S","Hoja de la mazorca (seca)","[]","[""'Huisa, bacahuá napabusa, huaminánomí tamari nihuabo. En la pizca juntamos las hojas de las mazorcas; después haremos tamales.""]","'Huisa, bacahuá napabusa, huaminánomí tamari nihuabo. En la pizca juntamos las hojas de las mazorcas; después haremos tamales.","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000129","tar","Bacamú","Vi","Bacamú","bacamu","","Vi","Infectarse (llaga), hincharse (con pus)","[]","[""Chabé jonsa huabé cháanari, jipi ma bacamuri. Desde hace algún tiempo le salió un grano, ahora ya se hinchó con pus.""]","Chabé jonsa huabé cháanari, jipi ma bacamuri. Desde hace algún tiempo le salió un grano, ahora ya se hinchó con pus.","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000130","tar","Bacánuhui","S","Bacánuhui","bacanuhui","","S","Tipo de mata que crece en las barrancas. (ellos usan las raíces bien machucadas con un poco de agua para curarse cuando están ""fuera de sí"".).","[]","[]","","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000131","tar","Bacarachi","S","Bacarachi","bacarachi","","S","Tipo de víbora chica con rayas blancas","[]","[]","","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000132","tar","Bacarí","Vi","Bacarí","bacari","","Vi","Tener enfermedad venérea","[]","[]","","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000133","tar","Bacó","Vi","Bacó","baco","","Vi","Ponerse amarillo (las matas de maíz por haber llovido)","[]","[""Chabé biréara michá huarú ucuri sinibí rahué, echijiti pachí ma bacori. Hace un mes llovió mucho todos los días, por eso las matas de maíz se pusieron amarillas.""]","Chabé biréara michá huarú ucuri sinibí rahué, echijiti pachí ma bacori. Hace un mes llovió mucho todos los días, por eso las matas de maíz se pusieron amarillas.","SRC-02[9]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000134","tar","Bacochi","S","Bacochi","bacochi","","S","Río","[]","[""Huamina ri'reti urí, huabé ri'ré bacochi ju. Allá en el fondo de la barranca, muy abajo, está el río.""]","Huamina ri'reti urí, huabé ri'ré bacochi ju. Allá en el fondo de la barranca, muy abajo, está el río.","SRC-02[10]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000135","tar","Bacúi","S","Bacúi","bacui","","S","Otate","[]","[]","","SRC-02[10]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000136","tar","Bacúu","S","Bacúu","bacuu","","S","Palo semejante al carrizo","[]","[]","","SRC-02[10]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000137","tar","Bacha","Adv","1Bacha","bacha","1","Adv","Primeramente, adelante, enfrente","[]","[""Mapari mitebo biré oco, bachá niráa chutabo echi ripurá. Cuando tumbamos un pino, primeramente amolamos el hacha. Bachá huiríami, primogénito. Bachá niráa, de antemano. Bachá simí, avanza, precede""]","Mapari mitebo biré oco, bachá niráa chutabo echi ripurá. Cuando tumbamos un pino, primeramente amolamos el hacha. Bachá huiríami, primogénito. Bachá niráa, de antemano. Bachá simí, avanza, precede","SRC-02[10]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000138","tar","Bachá","Vipl","2Bachá","bacha","2","Vi","Meter (a la cárcel), poner (adentro)","[""pp.: bachárami""]","[""[pp.: bachárami] Bachánari. Quisieron ponerlo preso. Bachara asari, estaba preso, estaba encerrado""]","[pp.: bachárami] Bachánari. Quisieron ponerlo preso. Bachara asari, estaba preso, estaba encerrado","SRC-02[10]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000139","tar","Bacháami","Adv","Bacháami","bachaami","","Adv","Ante, delante, por delante, enfrente de","[]","[""Bacháami echi siríami yuhua huiribámani. Voy a comparecer delante del gobernador. Bacháami huiriami aparecer delante de, comparecer. Bacháami jaba comparecen.""]","Bacháami echi siríami yuhua huiribámani. Voy a comparecer delante del gobernador. Bacháami huiriami aparecer delante de, comparecer. Bacháami jaba comparecen.","SRC-02[10]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
